,date,open,high,low,close,volume,amount,outstanding_share,turnover
0,2025-01-02,20.8,20.81,20.0,20.18,26300528.0,534522782.0,904271444.0,0.02908477114312149
1,2025-01-03,20.18,20.26,19.23,19.3,23855795.0,469937923.0,904271444.0,0.026381232270782623
2,2025-01-06,18.6,19.11,18.18,18.89,19345369.0,364070361.0,904271444.0,0.02139332069851362
3,2025-01-07,18.94,19.1,18.85,19.08,11656030.0,221221229.0,904271444.0,0.012889968026016755
4,2025-01-08,19.0,19.08,18.4,18.9,17960060.0,337573781.0,904271444.0,0.019861359240268123
5,2025-01-09,18.74,19.13,18.65,18.89,12371710.0,234195563.0,904271444.0,0.013681411795195426
6,2025-01-10,18.8,18.97,18.5,18.51,10539122.0,197271710.0,904271444.0,0.011654821204328553
7,2025-01-13,18.35,18.68,18.25,18.68,12096545.0,224332134.0,904271444.0,0.013377117103788583
8,2025-01-14,18.64,19.26,18.64,19.25,17889935.0,341037320.0,904271444.0,0.01978381062312966
9,2025-01-15,19.2,19.32,19.09,19.15,11619646.0,222860689.0,904271444.0,0.012849732319978026
10,2025-01-16,19.21,19.47,18.96,19.16,12960955.0,248850356.0,904271444.0,0.014333035822371939
11,2025-01-17,19.09,19.4,19.05,19.3,12882040.0,248217034.0,904271444.0,0.01424576667268949
12,2025-01-20,19.47,19.63,19.35,19.44,13558296.0,264409613.0,904271444.0,0.014993612913425141
13,2025-01-21,19.6,19.6,19.21,19.3,9649405.0,186417952.0,904271444.0,0.010670916420092106
14,2025-01-22,19.3,19.3,18.95,19.02,9313200.0,177479012.0,904271444.0,0.010299119873567521
15,2025-01-23,19.2,19.45,18.97,18.97,12376210.0,237378152.0,904271444.0,0.013686388177043884
16,2025-01-24,18.8,19.02,18.78,18.97,12764381.0,241409988.0,904271444.0,0.014115651981154454
17,2025-01-27,19.0,19.15,18.78,18.78,9324072.0,176312306.0,904271444.0,0.010311142812113394
18,2025-02-05,18.8,18.9,18.19,18.25,21558920.0,396384524.0,904271444.0,0.02384120403563247
19,2025-02-06,18.24,18.46,18.15,18.43,15871483.0,290983144.0,904271444.0,0.017551679979844637
20,2025-02-07,18.47,18.82,18.37,18.72,22967037.0,427393879.0,904271444.0,0.025398388008811213
21,2025-02-10,18.56,18.72,18.43,18.71,21616762.0,401827040.0,904271444.0,0.023905169342049906
22,2025-02-11,18.72,18.84,18.34,18.38,18577490.0,342922661.0,904271444.0,0.020544152005755476
23,2025-02-12,18.41,18.69,18.25,18.69,18466149.0,341063294.0,904271444.0,0.020421024154335676
24,2025-02-13,18.63,19.2,18.63,19.07,42680678.0,813398936.0,904271444.0,0.047198966950901526
25,2025-02-14,18.89,19.02,18.73,18.94,21715730.0,409961103.0,904271444.0,0.024014614355111714
26,2025-02-17,18.9,19.03,18.56,18.66,22991969.0,431582934.0,904271444.0,0.02542595937597693
27,2025-02-18,18.67,19.19,18.41,18.78,28800833.0,539770408.0,904271444.0,0.03184976501370091
28,2025-02-19,18.6,18.69,18.4,18.68,18660947.0,346639067.0,904271444.0,0.020636443983516967
29,2025-02-20,18.58,18.8,18.53,18.54,14296008.0,266108843.0,904271444.0,0.015809421048133862
30,2025-02-21,18.58,18.84,18.47,18.67,19887587.0,370990462.0,904271444.0,0.021992939323648486
31,2025-02-24,18.61,19.19,18.54,18.85,25819249.0,488128609.0,904271444.0,0.028552542680978434
32,2025-02-25,18.75,18.75,18.5,18.52,16539131.0,307648514.0,904271444.0,0.018290006955035507
33,2025-02-26,18.51,18.72,18.45,18.72,15831340.0,293831976.0,904271444.0,0.017507287336168496
34,2025-02-27,18.73,18.99,18.6,18.89,26168765.0,494081799.0,904271444.0,0.028939059365010757
35,2025-02-28,18.76,19.3,18.64,18.68,34308792.0,652932174.0,904271444.0,0.03794081105584486
36,2025-03-03,18.67,19.05,18.5,18.62,23334100.0,437375742.0,904271444.0,0.02580430926446462
37,2025-03-04,18.54,18.55,18.14,18.32,22552368.0,412742681.0,904271444.0,0.024939821056651656
38,2025-03-05,18.3,18.35,18.15,18.35,11835077.0,215875723.0,904271444.0,0.013087969412865812
39,2025-03-06,18.42,18.46,18.25,18.41,16024691.0,294528974.0,904271444.0,0.01772110698211985
40,2025-03-07,18.34,18.58,18.26,18.44,18485783.0,339860062.0,904271444.0,0.02044273666127181
41,2025-03-10,18.44,18.48,18.28,18.46,12375891.0,227187705.0,904271444.0,0.01368603540686396
42,2025-03-11,18.3,18.7,18.28,18.7,23094913.0,429034089.0,904271444.0,0.02553980129886751
43,2025-03-12,18.8,18.97,18.61,18.64,18026075.0,337345608.0,904271444.0,0.019934362761984997
44,2025-03-13,18.55,18.78,18.47,18.55,14545910.0,270615987.0,904271444.0,0.016085778331843464
45,2025-03-14,18.55,20.06,18.55,19.8,81470791.0,1586702766.0,904271444.0,0.0900955034470822
46,2025-03-17,19.6,19.88,19.37,19.44,38525705.0,753486773.0,904271444.0,0.042604137569116914
47,2025-03-18,19.5,19.57,19.2,19.28,21350102.0,411960925.0,904271444.0,0.02361028001233665
48,2025-03-19,19.27,19.4,19.16,19.25,18184644.0,350470166.0,904271444.0,0.020109718293835673
49,2025-03-20,19.16,19.24,18.96,19.0,18658286.0,355629695.0,904271444.0,0.020633501283050578
50,2025-03-21,19.0,19.24,18.75,18.83,19112200.0,362208665.0,904271444.0,0.02113546781424185
51,2025-03-24,18.84,19.0,18.67,18.99,18625256.0,350729474.0,904271444.0,0.0205969746402829
52,2025-03-25,18.9,18.97,18.69,18.93,14531700.0,273382247.0,904271444.0,0.016070064023828667
53,2025-03-26,18.86,19.06,18.81,18.93,14572999.0,275995507.0,904271444.0,0.016115735044708545
54,2025-03-27,18.93,19.01,18.75,18.94,12121799.0,229143683.0,904271444.0,0.013405044558722125
55,2025-03-28,19.02,19.1,18.5,18.55,19140090.0,358261924.0,904271444.0,0.021166310323075956
56,2025-03-31,18.42,18.66,18.29,18.37,12687163.0,233494653.0,904271444.0,0.01403025948036019
57,2025-04-01,18.38,18.6,18.38,18.54,9783136.0,181191080.0,904271444.0,0.010818804535864566
58,2025-04-02,18.53,18.62,18.44,18.47,8740400.0,161686345.0,904271444.0,0.009665681757390538
59,2025-04-03,18.39,18.76,18.39,18.6,13190290.0,245515358.0,904271444.0,0.014586648829308824
60,2025-04-07,18.1,18.3,16.75,16.95,33465581.0,584555974.0,904271444.0,0.037008335519218276
61,2025-04-08,17.05,17.62,17.05,17.61,24565550.0,427887125.0,904271444.0,0.027166123803860825
62,2025-04-09,17.4,18.05,17.27,17.93,21829340.0,385804847.0,904271444.0,0.02414025140884577
63,2025-04-10,18.04,18.2,17.83,18.05,19753960.0,356737704.0,904271444.0,0.02184516621758986
64,2025-04-11,17.98,18.03,17.75,17.84,16826460.0,300838990.0,904271444.0,0.018607753359510044
