,date,open,high,low,close,volume,amount,outstanding_share,turnover
0,2025-01-02,34.58,34.61,31.91,32.79,32372412.0,1082523979.0,552693874.0,0.058572047787886286
1,2025-01-03,32.79,32.88,31.26,31.3,19651537.0,630874773.0,552693874.0,0.03555591607660916
2,2025-01-06,31.0,31.84,30.5,30.85,16372717.0,511035553.0,552693874.0,0.029623481949430836
3,2025-01-07,31.0,32.14,30.88,32.04,18101283.0,573386614.0,552693874.0,0.03275101073401802
4,2025-01-08,31.65,31.79,30.06,31.2,20784007.0,648989284.0,552693874.0,0.03760491653287259
5,2025-01-09,30.93,31.9,30.85,31.3,14942053.0,474575587.0,552693874.0,0.027034953168306692
6,2025-01-10,31.12,31.72,30.6,30.6,14739648.0,463056630.0,552693874.0,0.026668737783042625
7,2025-01-13,30.07,30.86,29.81,30.5,11371836.0,346838579.0,552693874.0,0.020575288663322512
8,2025-01-14,30.79,32.15,30.45,32.09,21347807.0,678759615.0,552693874.0,0.038625011067157225
9,2025-01-15,32.09,32.55,31.8,32.03,17907108.0,580437909.0,552693874.0,0.032399686051161114
10,2025-01-16,32.42,33.11,32.06,32.37,17151667.0,561767368.0,552693929.0,0.03103284856237312
11,2025-01-17,32.37,32.59,31.86,32.3,12779248.0,414825699.0,552693929.0,0.023121744838271962
12,2025-01-20,32.54,32.74,32.21,32.35,12983688.0,424438171.0,552693929.0,0.023491642152631644
13,2025-01-21,32.61,33.06,32.34,33.05,18250426.0,601619711.0,552693929.0,0.03302085483917085
14,2025-01-22,33.14,33.38,32.81,33.01,15625551.0,520100506.0,552693929.0,0.028271616857220808
15,2025-01-23,33.33,33.79,32.45,32.45,19337500.0,645730659.0,552693929.0,0.03498771921556605
16,2025-01-24,32.36,33.42,32.35,33.36,20689052.0,687872876.0,552693929.0,0.03743310884096938
17,2025-01-27,33.63,33.78,32.41,32.41,16307631.0,540729504.0,552693929.0,0.02950571762115375
18,2025-02-05,33.76,35.14,33.48,34.7,46324628.0,1612761512.0,552693929.0,0.08381606087806331
19,2025-02-06,34.48,36.4,34.17,36.02,48833643.0,1745863046.0,552693929.0,0.08835567108246634
20,2025-02-07,36.02,39.62,35.84,39.62,112206393.0,4356471671.0,552693929.0,0.20301723451715353
21,2025-02-10,42.57,43.59,41.93,43.59,73804742.0,3218705918.0,552693929.0,0.13353637180986658
22,2025-02-11,43.59,46.19,43.07,43.42,164315314.0,7355762850.0,552693929.0,0.29729893052615747
23,2025-02-12,42.26,45.57,42.26,44.63,110889986.0,4960949260.0,552693929.0,0.20063543343172854
24,2025-02-13,44.21,49.09,43.02,47.82,137881801.0,6374928611.0,552693929.0,0.24947225537554257
25,2025-02-14,46.78,52.6,45.98,52.6,80990584.0,4065225403.0,552693929.0,0.14653785712200215
26,2025-02-17,57.85,57.85,53.42,53.87,161954075.0,9204308732.0,552693929.0,0.29302669434604917
27,2025-02-18,52.46,58.62,51.94,56.33,144435785.0,8054843457.0,552693929.0,0.2613305075764637
28,2025-02-19,56.55,56.93,53.51,56.83,126659816.0,7013911956.0,562375495.0,0.2252228575500076
29,2025-02-20,55.64,60.1,55.19,55.67,113441885.0,6546596706.0,562375495.0,0.20171911117855518
30,2025-02-21,56.63,60.03,53.77,56.69,139667527.0,7978250017.0,562375495.0,0.2483527967377028
31,2025-02-24,55.64,59.46,54.41,57.48,110031674.0,6350832906.0,562375495.0,0.19565517163936882
32,2025-02-25,54.35,57.58,51.77,53.35,105413434.0,5784826848.0,562375495.0,0.18744314952770125
33,2025-02-26,53.57,54.05,50.75,50.97,94815548.0,4934636505.0,562375495.0,0.168598292142868
34,2025-02-27,50.96,51.27,47.55,48.45,97110714.0,4782832121.0,562375495.0,0.17267949059551393
35,2025-02-28,48.67,49.88,47.7,48.33,83716520.0,4114043456.0,562375495.0,0.14886231840524985
36,2025-03-03,49.0,49.35,46.52,47.58,62045724.0,2989596018.0,562375495.0,0.11032792956243585
37,2025-03-04,46.72,47.45,46.28,47.03,53549600.0,2525580258.0,562375495.0,0.09522036517611779
38,2025-03-05,47.45,48.85,45.7,48.39,89078705.0,4248058720.0,562375495.0,0.15839720221095338
39,2025-03-06,48.68,52.0,48.29,51.99,114425379.0,5773515319.0,562375495.0,0.20346793204422964
40,2025-03-07,51.18,51.62,48.56,48.89,85800559.0,4335327519.0,562375495.0,0.15256809687271314
41,2025-03-10,47.72,48.15,46.49,47.12,54809642.0,2598902251.0,562375495.0,0.09746093577566
42,2025-03-11,45.8,48.02,45.8,47.89,42803620.0,2031380066.0,562375495.0,0.07611217128157406
43,2025-03-12,48.62,50.03,47.96,48.39,59722233.0,2945048643.0,562375495.0,0.1061963644059562
44,2025-03-13,48.26,48.84,46.58,47.26,43362262.0,2079348297.0,562375495.0,0.07710553248768423
45,2025-03-14,46.8,48.04,46.36,47.69,38458720.0,1832553565.0,562375495.0,0.06838619453004438
46,2025-03-17,47.72,48.58,46.7,47.98,32305676.0,1558558868.0,562375495.0,0.057445027899019674
47,2025-03-18,48.29,48.97,47.53,47.88,34728843.0,1686504568.0,562375495.0,0.061753834064195844
48,2025-03-19,48.66,48.66,47.54,47.67,30537887.0,1475176855.0,562375495.0,0.05430159612484538
49,2025-03-20,47.19,48.72,46.5,47.04,36488317.0,1747375059.0,562375495.0,0.06488248034349363
50,2025-03-21,46.5,46.56,44.66,44.78,47082990.0,2152420367.0,562375495.0,0.0837216244637402
51,2025-03-24,44.91,45.16,43.1,44.46,37932815.0,1682094464.0,562375495.0,0.06745104531981785
52,2025-03-25,44.21,44.55,42.65,42.8,28884506.0,1262363440.0,562375495.0,0.0513616013798752
53,2025-03-26,42.8,43.62,42.66,42.77,21718007.0,938877734.0,593907632.0,0.0365679877304557
54,2025-03-27,42.82,43.69,42.52,42.9,26336243.0,1143746237.0,593907632.0,0.04434400499503936
55,2025-03-28,42.93,43.37,42.43,42.43,19078082.0,820899814.0,594368043.0,0.03209809515280417
56,2025-03-31,40.74,41.69,39.74,40.86,39547130.0,1612267301.0,594368043.0,0.06653643389101255
57,2025-04-01,41.18,41.53,40.21,40.25,21903116.0,895635119.0,594368043.0,0.03685109968134676
58,2025-04-02,40.59,40.67,40.0,40.17,15705609.0,636340549.0,594368043.0,0.02642404682581496
59,2025-04-03,39.74,41.23,39.67,40.13,27069394.0,1103564287.0,594368043.0,0.04554315178751964
60,2025-04-07,37.59,38.53,36.12,36.12,17729173.0,654868907.0,594368043.0,0.029828610755238738
61,2025-04-08,34.77,35.75,32.51,33.68,52655807.0,1784492271.0,594368043.0,0.0885912485035808
62,2025-04-09,33.1,34.86,31.41,34.5,43574381.0,1475358593.0,594368043.0,0.07331211950774413
63,2025-04-10,35.77,36.87,35.45,36.07,41773248.0,1522161256.0,594368043.0,0.07028178666732256
64,2025-04-11,35.37,37.15,35.37,36.62,34063551.0,1247965801.0,594368043.0,0.05731053578868136
65,2025-04-14,37.46,37.87,36.7,36.97,29864185.0,1120677607.0,594368043.0,0.05024527370156743
66,2025-04-15,37.55,37.8,36.49,36.83,19623085.0,729588585.0,594368043.0,0.033015040480566346
67,2025-04-16,37.15,38.15,35.77,36.34,26425386.0,976952835.0,594368043.0,0.04445963458368504
68,2025-04-17,35.89,37.71,35.89,36.66,32183544.0,1201998748.0,594368043.0,0.05414750065894777
69,2025-04-18,36.4,37.7,36.34,36.91,24777337.0,924354972.0,594368043.0,0.04168685933203848
70,2025-04-21,36.91,37.54,36.46,37.52,26228285.0,981385064.0,594368043.0,0.044128020186980345
71,2025-04-22,37.55,37.81,36.69,36.71,21392137.0,797341739.0,594368043.0,0.035991398346428255
72,2025-04-23,37.09,37.71,36.99,37.18,25980559.0,975743853.0,594368043.0,0.04371123129175369
73,2025-04-24,37.18,37.26,36.11,36.3,19542957.0,718918569.0,594368043.0,0.03288022838737984
74,2025-04-25,36.36,37.55,36.32,37.0,25485782.0,950933442.0,594368043.0,0.04287878916128066
75,2025-04-28,37.32,38.45,37.32,37.44,34069050.0,1293965741.0,594368043.0,0.05731978763198747
76,2025-04-29,37.45,38.95,37.16,38.16,41286544.0,1588915765.0,594368043.0,0.06946292703021384
77,2025-04-30,38.45,41.23,37.78,40.49,62772319.0,2535844607.0,594368043.0,0.10561186749402676
78,2025-05-06,41.53,42.79,40.93,42.44,62955666.0,2663727597.0,594368043.0,0.10592034134648118
79,2025-05-07,43.1,43.2,40.96,41.43,55864070.0,2345412071.0,594368043.0,0.09398902020040131
80,2025-05-08,41.21,42.83,41.16,42.01,41868166.0,1774582343.0,594368043.0,0.0704414823325217
81,2025-05-09,41.73,41.85,40.74,40.82,30787231.0,1273786446.0,594368043.0,0.05179826096404042
82,2025-05-12,41.29,41.53,40.75,41.11,24882737.0,1020369432.0,594368043.0,0.04186419053488715
83,2025-05-13,41.6,41.65,40.38,40.59,26496654.0,1083487593.0,594368043.0,0.04457954008809319
84,2025-05-14,40.41,41.2,40.21,40.74,22726385.0,924338054.0,594368043.0,0.038236216209221734
85,2025-05-15,40.72,40.73,39.19,39.21,22117280.0,875026911.0,594368043.0,0.037211421879894034
86,2025-05-16,39.0,39.58,38.82,39.19,15319032.0,602074145.0,594368043.0,0.025773646784034786
87,2025-05-19,39.42,39.45,38.3,38.71,14977975.0,578816144.0,594368043.0,0.025199832286407094
88,2025-05-20,38.77,39.16,38.22,38.81,15451367.0,598595856.0,594368043.0,0.02599629502624521
89,2025-05-21,38.7,41.5,38.32,40.93,59622678.0,2406650829.0,594368043.0,0.10031272492219101
90,2025-05-22,40.2,40.23,39.23,39.34,33326047.0,1323831611.0,594368043.0,0.05606971537667277
91,2025-05-23,39.06,39.34,37.76,37.76,25099992.0,969067672.0,594368043.0,0.042229713214914553
92,2025-05-26,38.0,38.7,37.76,38.16,16039802.0,611622195.0,594368043.0,0.0269863129232875
93,2025-05-27,38.05,38.05,37.09,37.29,17105536.0,639342324.0,594368043.0,0.028779366928379763
94,2025-05-28,37.31,37.48,36.73,36.79,14714834.0,544373183.0,594368043.0,0.024757108282149012
95,2025-05-29,36.8,38.2,36.8,37.99,24587415.0,928142735.0,594368043.0,0.041367323310146406
