,date,code,close,tradeStatus
0,2025-01-02,sz.300827,41.7500,1
1,2025-01-03,sz.300827,40.7700,1
2,2025-01-06,sz.300827,43.7100,1
3,2025-01-07,sz.300827,44.3000,1
4,2025-01-08,sz.300827,45.6600,1
5,2025-01-09,sz.300827,46.2700,1
6,2025-01-10,sz.300827,44.5100,1
7,2025-01-13,sz.300827,43.2100,1
8,2025-01-14,sz.300827,43.6000,1
9,2025-01-15,sz.300827,43.6300,1
10,2025-01-16,sz.300827,43.1900,1
11,2025-01-17,sz.300827,43.1600,1
12,2025-01-20,sz.300827,47.6000,1
13,2025-01-21,sz.300827,47.5000,1
14,2025-01-22,sz.300827,41.4800,1
15,2025-01-23,sz.300827,38.8300,1
16,2025-01-24,sz.300827,39.1500,1
17,2025-01-27,sz.300827,38.4600,1
18,2025-02-05,sz.300827,37.2100,1
19,2025-02-06,sz.300827,37.4500,1
20,2025-02-07,sz.300827,39.0000,1
21,2025-02-10,sz.300827,36.4300,1
22,2025-02-11,sz.300827,36.1500,1
23,2025-02-12,sz.300827,36.0900,1
24,2025-02-13,sz.300827,35.4500,1
25,2025-02-14,sz.300827,35.9200,1
26,2025-02-17,sz.300827,35.7100,1
27,2025-02-18,sz.300827,37.1500,1
28,2025-02-19,sz.300827,37.0700,1
29,2025-02-20,sz.300827,36.0500,1
30,2025-02-21,sz.300827,34.9900,1
31,2025-02-24,sz.300827,34.3500,1
32,2025-02-25,sz.300827,34.2500,1
33,2025-02-26,sz.300827,35.0800,1
34,2025-02-27,sz.300827,34.5700,1
35,2025-02-28,sz.300827,34.7100,1
36,2025-03-03,sz.300827,36.0300,1
37,2025-03-04,sz.300827,35.1900,1
38,2025-03-05,sz.300827,34.1100,1
39,2025-03-06,sz.300827,34.5800,1
40,2025-03-07,sz.300827,33.7900,1
41,2025-03-10,sz.300827,31.9400,1
42,2025-03-11,sz.300827,31.2400,1
43,2025-03-12,sz.300827,31.0400,1
44,2025-03-13,sz.300827,30.8000,1
45,2025-03-14,sz.300827,31.1400,1
46,2025-03-17,sz.300827,31.4000,1
47,2025-03-18,sz.300827,31.9500,1
48,2025-03-19,sz.300827,32.1400,1
49,2025-03-20,sz.300827,31.7100,1
50,2025-03-21,sz.300827,31.1200,1
51,2025-03-24,sz.300827,30.6400,1
52,2025-03-25,sz.300827,31.7100,1
53,2025-03-26,sz.300827,32.0300,1
54,2025-03-27,sz.300827,30.9600,1
55,2025-03-28,sz.300827,32.3800,1
56,2025-03-31,sz.300827,32.3100,1
57,2025-04-01,sz.300827,33.9800,1
58,2025-04-02,sz.300827,33.4800,1
59,2025-04-03,sz.300827,31.9200,1
60,2025-04-07,sz.300827,25.5400,1
61,2025-04-08,sz.300827,25.4200,1
62,2025-04-09,sz.300827,25.7600,1
63,2025-04-10,sz.300827,27.0500,1
64,2025-04-11,sz.300827,26.8400,1
65,2025-04-14,sz.300827,27.3400,1
66,2025-04-15,sz.300827,27.4400,1
67,2025-04-16,sz.300827,26.9600,1
68,2025-04-17,sz.300827,26.7500,1
69,2025-04-18,sz.300827,26.5700,1
70,2025-04-21,sz.300827,27.3800,1
71,2025-04-22,sz.300827,27.1400,1
72,2025-04-23,sz.300827,28.3100,1
73,2025-04-24,sz.300827,28.2100,1
74,2025-04-25,sz.300827,28.0600,1
75,2025-04-28,sz.300827,27.7900,1
76,2025-04-29,sz.300827,27.9100,1
77,2025-04-30,sz.300827,27.9100,1
78,2025-05-06,sz.300827,29.5900,1
79,2025-05-07,sz.300827,29.4700,1
80,2025-05-08,sz.300827,29.9300,1
81,2025-05-09,sz.300827,29.1000,1
82,2025-05-12,sz.300827,30.1000,1
83,2025-05-13,sz.300827,30.6200,1
84,2025-05-14,sz.300827,30.1800,1
85,2025-05-15,sz.300827,29.2000,1
86,2025-05-16,sz.300827,29.2100,1
87,2025-05-19,sz.300827,29.2500,1
88,2025-05-20,sz.300827,29.0900,1
89,2025-05-21,sz.300827,28.7900,1
90,2025-05-22,sz.300827,28.2600,1
91,2025-05-23,sz.300827,27.7000,1
92,2025-05-26,sz.300827,27.8700,1
93,2025-05-27,sz.300827,27.0600,1
94,2025-05-28,sz.300827,26.8500,1
95,2025-05-29,sz.300827,27.3200,1
