,date,open,high,low,close,volume,amount,outstanding_share,turnover
0,2025-01-02,391.0,391.39,371.55,376.4,8024612.0,3045922504.0,533147237.0,0.015051399394197742
1,2025-01-03,378.0,383.37,372.0,375.1,6599604.0,2488917787.0,533147237.0,0.012378576764527057
2,2025-01-06,376.09,383.37,372.5,376.3,4497146.0,1694741843.0,533147237.0,0.008435092011927655
3,2025-01-07,378.0,390.8,376.98,390.67,7228676.0,2791793252.0,533147237.0,0.013558498475347064
4,2025-01-08,387.0,389.58,377.77,386.27,5825321.0,2236047004.0,533147237.0,0.010926289391986477
5,2025-01-09,386.2,389.5,384.5,385.69,3610112.0,1396584388.0,533147237.0,0.006771322721869418
6,2025-01-10,385.6,394.54,382.82,383.65,5051951.0,1966411299.0,533147237.0,0.009475714491980008
7,2025-01-13,377.95,385.0,377.77,382.46,3630531.0,1386841677.0,533147237.0,0.006809621710559479
8,2025-01-14,385.44,393.5,373.11,391.35,7298226.0,2820051052.0,533147237.0,0.01368895024396422
9,2025-01-15,388.87,390.83,382.13,382.3,5257796.0,2028311339.0,533147237.0,0.009861808587033904
10,2025-01-16,386.8,401.97,386.05,392.35,8385971.0,3301351708.0,533147237.0,0.015729184019010495
11,2025-01-17,390.0,399.0,386.65,388.58,6419971.0,2512600353.0,533147237.0,0.012041647324526977
12,2025-01-20,390.03,393.98,387.4,388.58,5012251.0,1956228289.0,533147237.0,0.009401251009390488
13,2025-01-21,391.01,396.92,387.5,393.61,5928228.0,2324652542.0,533147237.0,0.011119307366869089
14,2025-01-22,393.43,394.5,384.27,384.91,5773362.0,2236161727.0,533147237.0,0.010828832261208924
15,2025-01-23,389.0,396.79,383.2,385.71,7257710.0,2832955556.0,533147237.0,0.013612956227324498
16,2025-01-24,385.15,387.3,379.2,379.41,8004108.0,3058725215.0,533147237.0,0.015012940974877452
17,2025-01-27,379.41,380.19,375.33,377.0,4473916.0,1689555231.0,533372037.0,0.008387983789258903
18,2025-02-05,383.0,383.99,373.0,378.03,6410227.0,2420655504.0,533372037.0,0.01201830346422904
19,2025-02-06,375.5,411.3,375.13,411.3,16671663.0,6651754806.0,533372037.0,0.031257099816801984
20,2025-02-07,409.8,412.5,401.6,407.58,10316293.0,4201797136.0,533372037.0,0.019341645763855445
21,2025-02-10,409.0,409.0,400.16,405.98,6371410.0,2575865758.0,533372037.0,0.011945526870580956
22,2025-02-11,404.0,406.99,398.15,401.68,5296405.0,2126877116.0,533372037.0,0.009930038758293585
23,2025-02-12,404.99,416.17,404.64,414.66,9806052.0,4036083905.0,533372037.0,0.018385013311074647
24,2025-02-13,413.8,420.63,408.89,409.65,5959620.0,2458875359.0,533372037.0,0.011173476647783093
25,2025-02-14,406.05,418.8,402.21,417.9,7509590.0,3088859135.0,533372037.0,0.014079459512422846
26,2025-02-17,420.0,428.7,417.66,427.88,9147298.0,3882028496.0,533372037.0,0.01714993918963172
27,2025-02-18,434.23,446.65,429.05,432.0,11778744.0,5160033722.0,533372037.0,0.022083542411129437
28,2025-02-19,431.98,458.0,430.01,457.0,10895373.0,4888295436.0,533372037.0,0.020427341975559923
29,2025-02-20,455.0,461.58,451.39,456.0,6488387.0,2957554466.0,533372037.0,0.012164842829958857
30,2025-02-21,455.0,473.33,453.01,465.02,8275744.0,3863434072.0,533372037.0,0.01551589402126831
31,2025-02-24,465.0,474.0,460.0,468.0,6957624.0,3252629951.0,533372037.0,0.013044598361649768
32,2025-02-25,461.05,465.28,449.3,456.03,7948137.0,3627728000.0,533372037.0,0.014901675469724708
33,2025-02-26,460.0,469.63,452.0,464.2,5986967.0,2765124167.0,533372037.0,0.011224748552013048
34,2025-02-27,463.0,465.5,454.0,460.42,4408034.0,2024992092.0,533372037.0,0.008264464003012591
35,2025-02-28,459.89,463.57,442.88,447.28,7259275.0,3288962271.0,533372037.0,0.013610152944707148
36,2025-03-03,446.33,447.09,432.51,435.33,5173872.0,2266926734.0,533372037.0,0.00970030605485229
37,2025-03-04,432.0,435.0,425.0,430.51,5426404.0,2334992142.0,533372037.0,0.010173769195928058
38,2025-03-05,430.59,440.32,430.05,432.38,4121723.0,1789846467.0,533372037.0,0.007727669832830025
39,2025-03-06,445.88,475.62,445.88,462.38,10245248.0,4746793163.0,533372037.0,0.019208446055075063
40,2025-03-07,456.85,470.68,456.78,465.0,5851616.0,2719685644.0,533372037.0,0.01097098384255941
41,2025-03-10,462.5,468.77,453.43,455.96,4187864.0,1917371432.0,533372037.0,0.007851675208837392
42,2025-03-11,457.01,463.63,440.33,444.26,6176289.0,2773136967.0,533372037.0,0.011579701543296317
43,2025-03-12,444.26,447.5,437.38,442.8,4466487.0,1977641428.0,533372037.0,0.00837405542503159
44,2025-03-13,441.31,443.88,429.59,433.03,4256726.0,1852518917.0,533372037.0,0.007980782089631744
45,2025-03-14,433.03,444.44,431.2,439.11,4619950.0,2031166205.0,533440050.0,0.008660673303401197
46,2025-03-17,444.44,444.5,435.13,435.9,3339607.0,1463735139.0,533440050.0,0.0062605104359899485
47,2025-03-18,439.0,443.7,436.29,438.67,3022126.0,1330157167.0,533440050.0,0.005665352648343521
48,2025-03-19,436.0,438.23,432.27,434.97,2531773.0,1098560867.0,533440050.0,0.0047461247051097865
49,2025-03-20,433.99,433.99,428.0,428.96,3093868.0,1328213854.0,533440050.0,0.00579984198786724
50,2025-03-21,429.5,431.65,414.15,418.8,5403777.0,2272787141.0,533440050.0,0.010130054914324487
51,2025-03-24,418.8,433.84,418.13,429.4,5483390.0,2343871760.0,533440050.0,0.010279299426430393
52,2025-03-25,430.5,431.0,426.4,428.88,2478996.0,1062845468.0,533440050.0,0.0046471876268008
53,2025-03-26,426.51,433.8,426.18,427.64,2609170.0,1122208723.0,533440050.0,0.004891215048438901
54,2025-03-27,426.5,435.54,424.2,430.4,3237296.0,1393854577.0,533440050.0,0.00606871568792032
55,2025-03-28,430.49,431.6,412.0,415.9,7139204.0,2982515034.0,533440050.0,0.013383329579396972
56,2025-03-31,412.0,418.95,411.08,416.0,5004497.0,2076430546.0,533714054.00000006,0.009376738278658855
57,2025-04-01,417.0,429.66,415.01,429.2,6306684.0,2677514765.0,533714054.00000006,0.011816597207312813
58,2025-04-02,428.98,429.8,420.6,429.2,3753898.0,1604366292.0,533714054.00000006,0.007033537850213702
59,2025-04-03,425.1,448.5,424.83,439.98,6538796.0,2884780850.0,533714054.00000006,0.012251496753727978
60,2025-04-07,434.99,451.5,419.39,432.8,12731727.0,5552454855.0,533714054.00000006,0.023854959232533154
61,2025-04-08,438.0,442.8,423.0,431.01,9401152.0,4047186369.0,533714054.00000006,0.01761458580590422
62,2025-04-09,426.42,466.9,424.08,460.0,12106336.0,5489100593.0,533714054.00000006,0.02268318757819332
63,2025-04-10,460.0,464.51,450.0,451.51,7146441.0,3263565321.0,533714054.00000006,0.01339001839363218
64,2025-04-11,450.0,469.33,446.22,457.5,7236748.0,3311139274.0,533714054.00000006,0.01355922323154713
65,2025-04-14,462.86,462.86,451.81,457.5,4286028.0,1955273453.0,533714054.00000006,0.008030569867661756
66,2025-04-15,453.3,455.0,446.33,452.0,4143643.0,1861572038.0,533714054.00000006,0.007763788434920995
67,2025-04-16,449.5,468.95,449.5,467.99,6643567.0,3060748471.0,533714054.00000006,0.012447802245807077
68,2025-04-17,464.8,466.9,461.6,463.33,3362058.0,1561417380.0,533714054.00000006,0.00629936194260307
69,2025-04-18,461.04,463.32,448.0,453.52,3883206.0,1758929755.0,533714054.00000006,0.007275817398655198
70,2025-04-21,451.75,457.89,450.54,456.38,2480359.0,1128627970.0,533714054.00000006,0.0046473556043926095
71,2025-04-22,453.5,471.6,452.18,461.85,4289953.0,1987282083.0,533714054.00000006,0.008037923992910255
72,2025-04-23,461.0,461.85,450.5,455.79,4202742.0,1914315898.0,533714054.00000006,0.007874520014044824
73,2025-04-24,455.0,457.81,452.0,456.18,2371500.0,1080028181.0,533714054.00000006,0.004443390580080171
74,2025-04-25,454.0,456.88,447.5,453.28,3347499.0,1513202566.0,533714054.00000006,0.006272083290502969
75,2025-04-28,454.3,460.6,453.3,454.42,4048391.0,1851219216.0,533714054.00000006,0.0075853183360241805
76,2025-04-29,454.0,455.01,448.52,454.42,2215270.0,1002328857.0,533714054.00000006,0.004150668290252667
77,2025-04-30,453.0,453.9,444.91,450.96,4115240.0,1848826983.0,533714054.00000006,0.0077105707993966365
78,2025-05-06,454.6,459.96,450.96,457.57,4054811.0,1848724493.0,533714054.00000006,0.007597347249169496
79,2025-05-07,462.0,463.0,448.0,448.3,4936594.0,2228681736.0,533714054.00000006,0.009249510975028586
80,2025-05-08,447.64,450.3,444.88,448.89,2827357.0,1266491133.0,533714054.00000006,0.005297512738909438
81,2025-05-09,446.0,446.0,439.7,440.85,3908738.0,1727617781.0,533714054.00000006,0.007323655749188871
82,2025-05-12,442.92,443.74,435.01,436.68,3972438.0,1735382323.0,533714054.00000006,0.007443008049400175
83,2025-05-13,439.0,441.27,435.0,435.0,2892090.0,1264245072.0,533714054.00000006,0.005418800532466398
84,2025-05-14,435.11,439.5,433.18,436.94,3403810.0,1483392396.0,533714054.00000006,0.006377591098622259
85,2025-05-15,436.8,436.8,428.28,428.9,2899840.0,1252632289.0,533714054.00000006,0.005433321416715026
86,2025-05-16,428.5,433.7,427.01,428.6,2506145.0,1078553036.0,533848795.0,0.00469448469954868
